"CLient_nbr"|"Client_name"|"Site_Id"|"Site_Type"|"Address"|"City"|"State"|"Zipcode"|"Region"|"Country_cd"|"FTE_HC_at_Location"|"Contingent_HC_at_Location"|"Number_of_Desks"|"Average_Attendance"|"Security_Type"
"200813"|"Disney Studios"|"1033284"|"Theatres"|"18124 INTERSTATE HWY 35  "|"NORTH CIBOLO   "|"TX "|"78108"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18035"|"Theatres"|"THE TRAINING HALL THEATRE"|"GULFPORT       "|"MS "|"39501"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"6788"|"Theatres"|"909 GIBSON WAY           "|"GIBSONS        "|"BC "|"V0N 1V8"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"15899"|"Theatres"|"108 E. BUTLER AVE.       "|"AMBLER         "|"PA "|"19002"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"12495"|"Theatres"|"UNIVERSITY OF MONCTON    "|"MONCTON        "|"NB "|"E1A 3E9"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"641"|"Theatres"|"7501 W. CERMAK ROAD      "|"NORTH RIVERSIDE"|"IL "|"60546"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9875"|"Theatres"|"P.O.BOX 28061            "|"CHATTANOOGA    "|"TN "|"37421"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15715"|"Theatres"|"MIKE FITZGERALD          "|"ST LOUIS       "|"MO "|"63103"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"8676"|"Theatres"|"SHADY BROOK 12           "|"COLUMBIA       "|"TN "|"38402"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1811"|"Theatres"|"1515 N BUSINESS 9        "|"MORRILTON      "|"AR "|"72110"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15803"|"Theatres"|"300 LAKESHORE DRIVE      "|"NORTH BAY      "|"ON "|"P1A 3V2"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"13406"|"Theatres"|"P.O. BOX 605             "|"SCHERERVILLE   "|"IN "|"46375"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3844"|"Theatres"|"518 MAIN                 "|"KIOWA          "|"KS "|"67070"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"8527"|"Theatres"|"1001 WEST 75TH STREET    "|"WOODRIDGE      "|"IL "|"60516"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"752"|"Theatres"|"4150 S HWY 27            "|"SOMERSET       "|"KY "|"42501"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9152"|"Theatres"|"6823 W NORTH AVE         "|"WAUWATOSA      "|"WI "|"53213"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"315"|"Theatres"|"4920 S. HULEN            "|"FORT WORTH     "|"TX "|"76132"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"6163"|"Theatres"|"220 N. JAY STREET        "|"LOCK HAVEN     "|"PA "|"17745"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5944"|"Theatres"|"12044 MAIN STREET        "|"WOLCOTT        "|"NY "|"14590"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4455"|"Theatres"|"P.O.BOX 2065             "|"LIHUE          "|"HI "|"96766"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"141"|"Theatres"|"535 TARPON BAY RD,POB 381"|"SANIBEL        "|"FL "|"33957"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15184"|"Theatres"|"111 SOUTH MARKET         "|"CORDELL        "|"OK "|"73632"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16628"|"Theatres"|"15440 BAYVIEW AVE.       "|"AURORA         "|"ON "|"L4G 7J1"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"459"|"Theatres"|"MAIL TO OWNER            "|"PLYMOUTH       "|"IN "|"46563"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17668"|"Theatres"|"1000 WEST OAKS MALL      "|"HOUSTON        "|"TX "|"77082"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15515"|"Theatres"|"1960 CHEMIN STE. ANGELIQU"|"ST. LAZARE     "|"QC "|"J7T 3A3"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"10690"|"Theatres"|"MEMORIAL UNION BLDG.     "|"TEMPE          "|"AZ "|"852870901"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5673"|"Theatres"|"1200 W. CLEVELAND        "|"ST JOHNS       "|"AZ "|"85936"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"12518"|"Theatres"|"INT'L WAREHOUSE(VISTAFJOR"|"FORT LAUDERDALE"|"FL "|"33316"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14590"|"Theatres"|"2001 DUMAS DRIVE         "|"AMARILLO       "|"TX "|"79107"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14254"|"Theatres"|"3101 COBB PARKWAY #201   "|"ATLANTA        "|"GA "|"30339"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1374"|"Theatres"|"100 NORTH MAPLE          "|"LAMONI         "|"IA "|"50140"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15923"|"Theatres"|"29-35 NINTH AVE.         "|"NEW YORK       "|"NY "|"10011"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"6222"|"Theatres"|"1001 LANTON ROAD         "|"WEST PLAINS    "|"MO "|"65775"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14787"|"Theatres"|"808 DOUGLAS STREET       "|"VICTORIA       "|"BC "|"V8W 2B6"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"13233"|"Theatres"|"INCHCAPE SHPG/RIVER PL.OF"|"PORTLAND       "|"OR "|"97201"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1968"|"Theatres"|"822 W. MARKET ST         "|"AKRON          "|"OH "|"44303"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9906"|"Theatres"|"49 W. MARYLAND ST.       "|"INDIANAPOLIS   "|"IN "|"46204"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5809"|"Theatres"|"2821 ROUTE 35            "|"HAZLET         "|"NJ "|"07730"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18252"|"Theatres"|"507 CUNDLES RD EAST      "|"BARRIE         "|"ON "|"L4M 0G9"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"1194"|"Theatres"|"8141 E ARAPAHOE RD       "|"ENGLEWOOD      "|"CO "|"80112"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17825"|"Theatres"|"7301 GRAND PARKWAY       "|"RICHMOND       "|"TX "|"77404"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"8740"|"Theatres"|"505 MAIN STREET          "|"KINDERSLEY     "|"SK "|"S0L 1S0"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"7425"|"Theatres"|"MAIL TO OWNER            "|"BARBERTON      "|"OH "|"44281"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17791"|"Theatres"|"C/O DAN DANIELS DIST.CENT"|"DALLAS         "|"TX "|"75266-0202"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17958"|"Theatres"|"415 SIUMMER ST           "|"BOSTON         "|"MA "|"02210"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14218"|"Theatres"|"200 E. EDGEWOOD BLVD.    "|"LANSING        "|"MI "|"48911"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17265"|"Theatres"|"ST. KITTS LTD            "|"BASSETERRE     "|"VI "|"00000"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13204"|"Theatres"|"955 EAGLE RIDGE DR.      "|"LAKE WALES     "|"FL "|"33853"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18197"|"Theatres"|"33 S MAIN STREET         "|"MIAMISBURG     "|"OH "|"45342"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15288"|"Theatres"|"555 CREEKVIEW COURT      "|"COLUMBUS       "|"IN "|"47201"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11098"|"Theatres"|"FILM SOCIETY             "|"ST. LAURENT    "|"QC "|"H4L 3X9"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"14708"|"Theatres"|"104 EASTON RD BLDG F     "|"WARRINGTON     "|"PA "|"18976"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14647"|"Theatres"|"7130 MALCO BLVD.         "|"SOUTHAVEN      "|"MS "|"38671"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15440"|"Theatres"|"323 GREAT ESCAPE DRIVE   "|"BOWLING GREEN  "|"KY "|"42101"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4172"|"Theatres"|"249 PASCACK ROAD         "|"WASHINGTON TP  "|"NJ "|"07675"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14155"|"Theatres"|"CENTRAL RCVG/TERRY SAMUEL"|"WASHINGTON     "|"DC "|"20059"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15404"|"Theatres"|"ATTN JERRY OLIVERAS      "|"CONCORD        "|"CA "|"94520"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14628"|"Theatres"|"381 UNIVERSITY BLVD.     "|"HARRISONBURG   "|"VA "|"22801"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14025"|"Theatres"|"320 S. LINCOLN WAY       "|"NORTH AURORA   "|"IL "|"60542"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18005"|"Theatres"|"113-125 N. GREEN ST      "|"CHICAGO        "|"IL "|"60607"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15609"|"Theatres"|"617 MAIN                 "|"STOCKTON       "|"KS "|"67669"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1627"|"Theatres"|"1221 J" STREET          ""|"AUBURN         "|"NE "|"68305"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16613"|"Theatres"|"FILM SOCITY, R. DUDASH   "|"ELYRIA         "|"OH "|"44035"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18438"|"Theatres"|"7903 MIDLOTHIAN TURNPIKE "|"RICHMOND       "|"VA "|"23235"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9428"|"Theatres"|"P.O. BOX 1721            "|"TELLURIDE      "|"CO "|"81435"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13799"|"Theatres"|"155 W BIRCH ST           "|"BREA           "|"CA "|"92621"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13467"|"Theatres"|"7300 INGERSOLL ST        "|"FORT BENNING   "|"GA "|"31905"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9944"|"Theatres"|"350 PARK ST.             "|"MORAGA         "|"CA "|"94556"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18144"|"Theatres"|"100 10TH STREET          "|"MARINA         "|"CA "|"93933"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16517"|"Theatres"|"2190 MCGILLVARY BLVD.    "|"WINNIPEG       "|"MB "|"R3Y 1X2"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"16482"|"Theatres"|"4029 I-45 NORTH          "|"CONROE         "|"TX "|"77304"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"2274"|"Theatres"|"C/O P.O. BOX 440         "|"HAZELTON       "|"BC "|"V0J 1Y0"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"18117"|"Theatres"|"3735 CHOCTAW RD          "|"DURANT         "|"OK "|"74701"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9654"|"Theatres"|"2200 YONGE STREET        "|"TORONTO        "|"ON "|"M4S 2C6"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"3075"|"Theatres"|"314 E. COMSTOCK          "|"OWOSSO         "|"MI "|"48867"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11216"|"Theatres"|"BILL GARDNER             "|"FT WAINWRIGHT  "|"AK "|"99703"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4801"|"Theatres"|"8721 NO. STATE ROAD 39   "|"THORNTOWN      "|"IN "|"46071"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4620"|"Theatres"|"3686 SAVANNAH HWY        "|"JESUP          "|"GA "|"31545"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15639"|"Theatres"|"ATTN: TOM YOSHIKAMI      "|"MADISON        "|"WI "|"53715"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17502"|"Theatres"|"450 N. ATLANTIC AVE.     "|"ALHAMBRA       "|"CA "|"91754"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5654"|"Theatres"|"20833 GULF FREEWAY       "|"WEBSTER        "|"TX "|"77598"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14053"|"Theatres"|"5800 SOUTHPOINT BLVD.    "|"FREDERICKSBURG "|"VA "|"22407"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9803"|"Theatres"|"2090 W.  U.S. 83 HWY     "|"MERCEDES       "|"TX "|"78570"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"7159"|"Theatres"|"S JCT 66 & 231           "|"ROCKPORT       "|"IN "|"47635"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18406"|"Theatres"|"314 ACADEMY AVENUE       "|"DUBLIN         "|"GA "|"31021"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16470"|"Theatres"|"2701 BOUL DES PROMENADES "|"DEUX-MONTAGNES "|"QC "|"J7R 6L2"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"817"|"Theatres"|"1501 PLATO RD.,PO BOX 758"|"DUNCAN         "|"OK "|"73533"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11494"|"Theatres"|"337 NORTH US 421         "|"VERSAILLES     "|"IN "|"47042"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16648"|"Theatres"|"A/V SERVICES             "|"CLAREMONT      "|"CA "|"91711"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11603"|"Theatres"|"FAYE SLIZEWSKI,PERF.ARTS "|"WAUSAU         "|"WI "|"54401"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"188"|"Theatres"|"6 PALO ALTO SQ           "|"PALO ALTO      "|"CA "|"94304"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17359"|"Theatres"|"21800 WILDFLOWER         "|"WOODHAVEN      "|"MI "|"48183"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"7496"|"Theatres"|"307 S. MAIN              "|"YUMA           "|"CO "|"80759"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5642"|"Theatres"|"321 CENTER ST            "|"CURTIS         "|"NE "|"69025"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"799"|"Theatres"|"33 E MAIN ST             "|"LURAY          "|"VA "|"22835"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17125"|"Theatres"|"1340 WEBSTER ST.         "|"OMAHA          "|"NE "|"68102"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14655"|"Theatres"|"301 WEST MAIN STREET     "|"RICHMOND       "|"MO "|"64085"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"10888"|"Theatres"|"FAM, PAT WILDE           "|"HERLONG        "|"CA "|"96113"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"7416"|"Theatres"|"TILTON SHOPPING CENTER   "|"NORTHFIELD     "|"NJ "|"08225"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17262"|"Theatres"|"ATT: EVA CHAN            "|"WEST COVINA    "|"CA "|"91790"|""|"USA "|""|""|""|""|""
"1"|"Teradata"|"IR0802-3"|"Office"|"Swift Square, Northwood Avenue, Santry Demesne"|"DUBLIN"|"-"|""|"EMEA"|"IRL"|"23"|"13"|"46"|"14"|"Card/Gaurd"
"200813"|"Disney Studios"|"14126"|"Theatres"|"2422 EAST EXPRESSWAY 83  "|"MISSION        "|"TX "|"78572"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"7032"|"Theatres"|"JOE CAHALAN              "|"BLOCK ISLAND   "|"RI "|"02807"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17015"|"Theatres"|"PLAZA DEL PRADO SHOP.CTR."|"SANTA ISABEL   "|"PR "|"00975"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"843"|"Theatres"|"1502 N. WISNER           "|"JACKSON        "|"MI "|"49202"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"246"|"Theatres"|"212 E MAIN STREET        "|"BATAVIA        "|"NY "|"14020"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3299"|"Theatres"|"111 N STATE ST           "|"GENESEO        "|"IL "|"61254"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4184"|"Theatres"|"WHEATON PLAZA SHOP' CTR. "|"WHEATON        "|"MD "|"20902"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16798"|"Theatres"|"MORENO VALLEY MALLVI     "|"MORENO VALLEY  "|"CA "|"92553"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11759"|"Theatres"|"                         "|"LOS ANGELES    "|"CA "|"90001"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16111"|"Theatres"|"125 PREMIERE DRIVE       "|"STATE COLLEGE  "|"PA "|"16801"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17229"|"Theatres"|"408 ARMOUR ROAD          "|"KANSAS CITY    "|"MO "|"64116"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"8983"|"Theatres"|"851 SO. BOULDER HIGHWAY  "|"HENDERSON      "|"NV "|"89015"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11788"|"Theatres"|"FRITZ SCHWAB             "|"LOS ANGELES    "|"CA "|"90045"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11053"|"Theatres"|"215 NORTH MAIN STREET    "|"BAUDETTE       "|"MN "|"56623"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18392"|"Theatres"|"7718 113TH STREET N      "|"SEMINOLE       "|"FL "|"33772"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17065"|"Theatres"|"251 PHILLIP ST.          "|"JERSEY CITY    "|"NJ "|"07305"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11146"|"Theatres"|"FAM, JANIS SWIANTKIEWICZ "|"LACKLAND A F B "|"TX "|"782361042"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"12542"|"Theatres"|"M.FORREN/METRO FILM SOCIE"|"ATLANTA        "|"GA "|"30326"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14133"|"Theatres"|"TOM FARRIS/MOVIE COORD.  "|"ALAMEDA        "|"CA "|"94501"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17049"|"Theatres"|"1620 WEST MONTEBELLO     "|"PHOENIX        "|"AZ "|"85015"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13357"|"Theatres"|"1345 SOM CENTER RD       "|"MAYFIELD HTS   "|"OH "|"44124"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17029"|"Theatres"|"14232 RT. 9N             "|"AU SABLE FORKS "|"NY "|"12912"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15578"|"Theatres"|"245 MERCY SPRINGS RD.    "|"LOS BANOS      "|"CA "|"93635"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"78"|"Theatres"|"232 W. BURWASH           "|"SAVOY          "|"IL "|"61874"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17854"|"Theatres"|"3025 DISNEY ST           "|"CINCINNATI     "|"OH "|"45209"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13581"|"Theatres"|"JIM ZIPPO                "|"PLANO          "|"TX "|"75093"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"10295"|"Theatres"|"JOHN EWING               "|"CLEVELAND      "|"OH "|"44106"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9101"|"Theatres"|"324 W. ARMY TRAIL ROAD   "|"BLOOMINGDALE   "|"IL "|"60108"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5024"|"Theatres"|"224 WESTVIEW PLAZA       "|"MC COOK        "|"NE "|"69001"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3821"|"Theatres"|"SOUTHLAND MALL           "|"MARION         "|"OH "|"43302"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1491"|"Theatres"|"989 HEMPSTEAD TURNPIKE   "|"FRANKLIN SQUARE"|"NY "|"11010"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5729"|"Theatres"|"1022 2ND AVE.            "|"WAINWRIGHT     "|"AB "|"T9W 1K7"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"14848"|"Theatres"|"2400 S,CAROLYN AVE       "|"SIOUX FALLS    "|"SD "|"57106"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17896"|"Theatres"|"2100 LOUISANNA BLVD NE   "|"ALBUQUERQUE    "|"NM "|"87110"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1032579"|"Theatres"|"106 EAST HOWELL STREET   "|"SAINT JO       "|"TX "|"76265"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"7108"|"Theatres"|"111 N MAIN ST, PO BOX 458"|"TOOELE         "|"UT "|"84074"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17965"|"Theatres"|"1041 N FORMOSA AVE       "|"WEST HOLLYWOOD "|"CA "|"90046"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3204"|"Theatres"|"120 NORTH STATE STREET   "|"NEWTOWN        "|"PA "|"18940"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13377"|"Theatres"|"CECIL WHITMIRE           "|"BIRMINGHAM     "|"AL "|"35203"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1027092"|"Theatres"|"256 SOUTHLAND MALL DRIVE "|"HAYWARD        "|"CA "|"94545"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3538"|"Theatres"|"209 S MAIN               "|"OTTAWA         "|"KS "|"66067"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1684"|"Theatres"|"% MR.VALENTINO,BORDEN AFB"|"BORDEN         "|"ON "|"L0M 1C0"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"15749"|"Theatres"|"44425 W. 12 MILE ROAD    "|"NOVI           "|"MI "|"48377"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16870"|"Theatres"|"648 MARKET ST.           "|"GRAND JUNCT.   "|"CO "|"81505"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"12393"|"Theatres"|"FBM, JOHN BOUCH          "|"NORTON A F B   "|"CA "|"92409"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16311"|"Theatres"|"220 9TH STREET           "|"HUNTINGTON     "|"WV "|"25701"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"10142"|"Theatres"|"81-725 HWY. 111          "|"INDIO          "|"CA "|"92202"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9318"|"Theatres"|"VACATION CHARTERS, LTD.  "|"LAKE HARMONY   "|"PA "|"18624"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13294"|"Theatres"|"513 N. WESTHILL BLVD.    "|"APPLETON       "|"WI "|"54914"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17610"|"Theatres"|"DAVID GARONZIK           "|"SANTA MONICA   "|"CA "|"90404"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18315"|"Theatres"|"2000 SPRING HILL MALL    "|"WEST DUNDEE    "|"IL "|"60118"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"10367"|"Theatres"|"ALISSA HORSCROFT         "|"NORTH YORK     "|"ON "|"M3J 1P3"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"17697"|"Theatres"|"7736 KITTY HAWK AVE.     "|"MILLINGTON     "|"TN "|"38055-6510"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4507"|"Theatres"|"MAIL TO OWNER            "|"WACONIA        "|"MN "|"55387"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15342"|"Theatres"|"7000 ARUNDEL MILLS CIRCLE"|"HANOVER        "|"MD "|"21076"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17577"|"Theatres"|"151 EASY WAY             "|"WENATCHEE      "|"WA "|"98801"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1906"|"Theatres"|"E. HWY 160               "|"LAMAR          "|"MO "|"64759"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18057"|"Theatres"|"96012 LOFTON SQ CT       "|"YULEE          "|"FL "|"32097"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"10212"|"Theatres"|"1ST FLR.INFO DESK-SO.BLDG"|"PHILADELPHIA   "|"PA "|"19122"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3662"|"Theatres"|"4704 49TH AVENUE         "|"LLOYDMINSTER   "|"AB "|"S9V 0Y1"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"8377"|"Theatres"|"111 E. 5TH               "|"FOWLER         "|"IN "|"47944"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16538"|"Theatres"|"2901 KEMP BLVD.          "|"WICHITA FALLS  "|"TX "|"76308"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16598"|"Theatres"|"1501 W. WHITE MOUNTAIN BL"|"LAKESIDE       "|"AZ "|"85929"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16925"|"Theatres"|"17703 WEST I-10          "|"SAN ANTONIO    "|"TX "|"78257"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14586"|"Theatres"|"1745 EASTON ROAD         "|"DOYLESTOWN     "|"PA "|"18901"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"644"|"Theatres"|"500 CHICAGO RIDGE MALL   "|"CHICAGO RIDGE  "|"IL "|"60415"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17425"|"Theatres"|"252 NE 2ND AVE.          "|"CANBY          "|"OR "|"97013"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17686"|"Theatres"|"1100 NORTH PLUM          "|"HUTCHINSON     "|"KS "|"56470"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16588"|"Theatres"|"ALLISON STOCKEL          "|"RIDGEFIELD     "|"CT "|"06877"|""|"USA "|""|""|""|""|""
