"ROW_KEY"|"DOMAIN_NAME"|"SUBDOMAIN_1_NAME"|"SUBDOMAIN_2_NAME"|"SUBDOMAIN_3_NAME"|"PERIOD_MMM-YYYY"|"METRIC_NAME"|"METRIC_INDEX"|"METRIC_VALUE"|"DATA_SOURCE_NAME"|"DATA_SOURCE_DESC"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Jun-2011"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"10636788"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Feb-2001"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"6823598"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Jul-2011"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"10677460"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Mar-2001"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"6814124"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Aug-2011"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"10700570"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Apr-2001"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"6825547"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Sep-2011"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"10738071"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"May-2001"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"6869153"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Oct-2011"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"10753149"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Jun-2001"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"6881131"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Nov-2011"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"10759452"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Jul-2001"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"6891423"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Dec-2011"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"10772158"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Aug-2001"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"6927109"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Jan-2012"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"10862109"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Sep-2001"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"6829932"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Feb-2012"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"10953458"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Oct-2001"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7024954"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Mar-2012"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"10951759"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Nov-2001"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"6983791"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Apr-2012"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"10979732"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Dec-2001"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"6962488"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"May-2012"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"10968569"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Jan-2002"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"6987247"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Jun-2012"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"10946274"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Feb-2002"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7028896"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Jul-2012"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"10977192"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Mar-2002"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7045412"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Aug-2012"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11004054"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Apr-2002"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7111487"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Sep-2012"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11061488"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"May-2002"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7086811"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Oct-2012"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11099841"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Jun-2002"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7119904"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Nov-2012"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11136842"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Jul-2002"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7179958"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Dec-2012"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11140451"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Aug-2002"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7198881"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Jan-2013"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11202846"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Sep-2002"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7187119"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Feb-2013"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11239630"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Oct-2002"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7225996"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Mar-2013"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11227063"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Nov-2002"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7253603"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Apr-2013"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11205383"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Dec-2002"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7306810"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"May-2013"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11244609"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Jan-2003"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7327341"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Jun-2013"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11268785"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Feb-2003"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7331594"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Jul-2013"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11296717"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Mar-2003"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7393554"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Aug-2013"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11329195"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Apr-2003"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7416598"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Sep-2013"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11366927"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"May-2003"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7423123"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Oct-2013"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11419776"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Jun-2003"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7473055"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Nov-2013"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11487649"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Jul-2003"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7532191"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Dec-2013"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11517943"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Aug-2003"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7628821"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Jan-2014"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11503657"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Sep-2003"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7629218"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Feb-2014"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11574489"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Oct-2003"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7639340"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Mar-2014"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11644541"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Nov-2003"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7693199"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Apr-2014"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11707109"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Dec-2003"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7723135"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"May-2014"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11750859"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Jan-2004"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7780721"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Jun-2014"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11812665"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Feb-2004"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7812967"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Jul-2014"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11858122"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Mar-2004"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7868587"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Aug-2014"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11939145"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Apr-2004"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7881298"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Sep-2014"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"11948811"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"May-2004"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7955494"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Oct-2014"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"12018390"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Jun-2004"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"7939085"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Nov-2014"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"12050209"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Jul-2004"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"8010998"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Dec-2014"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"12065041"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Aug-2004"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"8046569"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Jan-2015"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"12039949"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Sep-2004"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"8116145"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Feb-2015"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"12089056"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Oct-2004"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"8170058"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"1"|"Personal consumption expenditures - Goods & Services"|"Total"|"Total"|"Total"|"Mar-2015"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"12145735"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
"30"|"Household consumption expenditures"|"Household consumption expenditures (for services)"|"Other services"|"Total"|"Nov-2004"|"Personal Consumption Expenditure (Goods & Services) M$"|"0"|"8215926"|"Bureau of Economic Analysis - NIPA Monthly Report T2.3.5U"|"Table 2.3.5U. Personal Consumption Expenditures by Type of Product"
