ROW_KEY|"DOMAIN_NAME"|"SUBDOMAIN_1_NAME"|"SUBDOMAIN_2_NAME"|"SUBDOMAIN_3_NAME"|"SUBDOMAIN_4_NAME"|"PERIOD_MMM-YYYY"|"METRIC_NAME"|METRIC_INDEX|METRIC_VALUE|"DATA_SOURCE_NAME"|"DATA_SOURCE_DESC" 
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Mar-2020"|"Personal Consumption Expenditure (Product Details) M$"|   0|21725|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"May-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|22696|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Mar-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|22251|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Jun-2020"|"Personal Consumption Expenditure (Product Details) M$"|   0|24744|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Jul-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|22998|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Feb-2018"|"Personal Consumption Expenditure (Product Details) M$"|   0|21807|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Sep-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|22977|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Jan-2018"|"Personal Consumption Expenditure (Product Details) M$"|   0|21641|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Jun-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|22852|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Feb-2021"|"Personal Consumption Expenditure (Product Details) M$"|   0|26257|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Aug-2018"|"Personal Consumption Expenditure (Product Details) M$"|   0|21706|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Mar-2018"|"Personal Consumption Expenditure (Product Details) M$"|   0|21820|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Feb-2020"|"Personal Consumption Expenditure (Product Details) M$"|   0|23457|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Oct-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|23222|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Oct-2020"|"Personal Consumption Expenditure (Product Details) M$"|   0|26488|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Jan-2021"|"Personal Consumption Expenditure (Product Details) M$"|   0|27572|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Nov-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|22996|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Sep-2020"|"Personal Consumption Expenditure (Product Details) M$"|   0|26236|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Apr-2018"|"Personal Consumption Expenditure (Product Details) M$"|   0|21902|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Jan-2020"|"Personal Consumption Expenditure (Product Details) M$"|   0|23392|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Jul-2020"|"Personal Consumption Expenditure (Product Details) M$"|   0|25475|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"May-2020"|"Personal Consumption Expenditure (Product Details) M$"|   0|21826|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Jun-2021"|"Personal Consumption Expenditure (Product Details) M$"|   0|28718|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Aug-2021"|"Personal Consumption Expenditure (Product Details) M$"|   0|29214|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Nov-2018"|"Personal Consumption Expenditure (Product Details) M$"|   0|22455|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Oct-2018"|"Personal Consumption Expenditure (Product Details) M$"|   0|21984|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Sep-2018"|"Personal Consumption Expenditure (Product Details) M$"|   0|21847|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Mar-2021"|"Personal Consumption Expenditure (Product Details) M$"|   0|28687|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
32|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Glassware, tableware, and household utensils (34)"|"Nonelectric cookware and tableware"|"Jun-2018"|"Personal Consumption Expenditure (Product Details) M$"|   0|21642|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"   
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Feb-2021"|"Personal Consumption Expenditure (Product Details) M$"|   0|39840|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"May-2021"|"Personal Consumption Expenditure (Product Details) M$"|   0|42256|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Mar-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|32159|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Feb-2020"|"Personal Consumption Expenditure (Product Details) M$"|   0|33975|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Jan-2018"|"Personal Consumption Expenditure (Product Details) M$"|   0|30267|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"May-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|32106|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Jan-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|33077|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Oct-2018"|"Personal Consumption Expenditure (Product Details) M$"|   0|31970|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Dec-2018"|"Personal Consumption Expenditure (Product Details) M$"|   0|31413|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Feb-2018"|"Personal Consumption Expenditure (Product Details) M$"|   0|30832|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Jul-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|32096|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Jul-2021"|"Personal Consumption Expenditure (Product Details) M$"|   0|40921|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Dec-2020"|"Personal Consumption Expenditure (Product Details) M$"|   0|38212|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Nov-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|32392|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Apr-2018"|"Personal Consumption Expenditure (Product Details) M$"|   0|30822|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Nov-2020"|"Personal Consumption Expenditure (Product Details) M$"|   0|38729|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Jun-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|31981|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Jan-2021"|"Personal Consumption Expenditure (Product Details) M$"|   0|42130|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Aug-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|32647|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Jun-2020"|"Personal Consumption Expenditure (Product Details) M$"|   0|38369|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Aug-2021"|"Personal Consumption Expenditure (Product Details) M$"|   0|41499|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Oct-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|32364|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Apr-2021"|"Personal Consumption Expenditure (Product Details) M$"|   0|44348|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Oct-2020"|"Personal Consumption Expenditure (Product Details) M$"|   0|38579|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Jul-2018"|"Personal Consumption Expenditure (Product Details) M$"|   0|31779|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Apr-2020"|"Personal Consumption Expenditure (Product Details) M$"|   0|33779|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Jan-2020"|"Personal Consumption Expenditure (Product Details) M$"|   0|33992|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Aug-2018"|"Personal Consumption Expenditure (Product Details) M$"|   0|31404|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Mar-2018"|"Personal Consumption Expenditure (Product Details) M$"|   0|30682|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Aug-2020"|"Personal Consumption Expenditure (Product Details) M$"|   0|38472|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Jun-2018"|"Personal Consumption Expenditure (Product Details) M$"|   0|31777|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Sep-2020"|"Personal Consumption Expenditure (Product Details) M$"|   0|38429|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Nov-2018"|"Personal Consumption Expenditure (Product Details) M$"|   0|31857|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Feb-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|31673|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Sep-2018"|"Personal Consumption Expenditure (Product Details) M$"|   0|31482|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Mar-2020"|"Personal Consumption Expenditure (Product Details) M$"|   0|34647|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Dec-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|32919|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"May-2018"|"Personal Consumption Expenditure (Product Details) M$"|   0|31539|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Sep-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|32154|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Jun-2021"|"Personal Consumption Expenditure (Product Details) M$"|   0|41644|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Jul-2020"|"Personal Consumption Expenditure (Product Details) M$"|   0|37703|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Mar-2021"|"Personal Consumption Expenditure (Product Details) M$"|   0|45867|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"May-2020"|"Personal Consumption Expenditure (Product Details) M$"|   0|38167|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
33|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Total"|"Apr-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|32308|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
34|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Tools, hardware, and supplies"|"Oct-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|27953|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
34|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Tools, hardware, and supplies"|"Aug-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|28227|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
34|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Tools, hardware, and supplies"|"Mar-2021"|"Personal Consumption Expenditure (Product Details) M$"|   0|39801|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
34|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Tools, hardware, and supplies"|"Nov-2020"|"Personal Consumption Expenditure (Product Details) M$"|   0|33499|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
34|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Tools, hardware, and supplies"|"Mar-2020"|"Personal Consumption Expenditure (Product Details) M$"|   0|29909|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
34|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Tools, hardware, and supplies"|"Nov-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|27974|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
34|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Tools, hardware, and supplies"|"Jan-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|28609|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
34|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Tools, hardware, and supplies"|"May-2020"|"Personal Consumption Expenditure (Product Details) M$"|   0|33011|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
34|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Tools, hardware, and supplies"|"Jul-2018"|"Personal Consumption Expenditure (Product Details) M$"|   0|27493|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
34|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Tools, hardware, and supplies"|"May-2021"|"Personal Consumption Expenditure (Product Details) M$"|   0|36597|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
34|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Tools, hardware, and supplies"|"Aug-2018"|"Personal Consumption Expenditure (Product Details) M$"|   0|27133|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
34|"Goods"|"Durable goods"|"Furnishings and durable household equipment"|"Tools and equipment for house and garden (35)"|"Tools, hardware, and supplies"|"Mar-2019"|"Personal Consumption Expenditure (Product Details) M$"|   0|27819|"Bureau of Economic Analysis - NIPA Monthly Report T2.4.5U"|"Table 2.4.5U. Personal Consumption Expenditures by Type of Product"
